"","V1","V2"
"1781","CUL1","PLXNB2"
"1782","CUL1","WHSC1"
"1783","CUL3","EGR3"
"1784","CUL3","ESR1"
"1785","CUL3","FOXA2"
"1786","CUL3","FUBP1"
"1787","CUL3","H3F3A"
"1788","CUL3","HIST1H1E"
"1789","CUL3","HLA-B"
"1790","CUL3","IDH1"
"1791","CUL3","IL6ST"
"1792","CUL3","IRF6"
"1793","CUL3","KDM5C"
"1794","CUL3","KRT222"
"1795","CUL3","LATS2"
"1796","CUL3","MSH3"
"1797","CUL3","MYCN"
"1798","CUL3","NRAS"
"1799","CUL3","PIK3R2"
"1800","CUL3","PMS1"
"1801","CUL3","PPP2R1A"
"1802","CUL3","RAF1"
"1803","CUL3","RARA"
"1804","CUL3","RNF43"
"1805","CUL3","SMAD2"
"1806","CUL3","SMARCB1"
"1807","CUL3","SPOP"
"1808","CUL3","SRSF2"
"1809","CUL3","TCF12"
"1810","CUL3","TGFBR2"
"1811","CUL3","TGIF1"
"1812","CUL3","U2AF1L4"
"1813","CUL3","WT1"
"1814","CUL3","ZBTB20"
"1815","CYLD","CYSLTR2"
"1816","CYLD","DAZAP1"
"1817","CYLD","EGR3"
"1818","CYLD","FOXA2"
"1819","CYLD","FUBP1"
"1820","CYLD","GNA11"
"1821","CYLD","GNAQ"
"1822","CYLD","H3F3A"
"1823","CYLD","H3F3C"
"1824","CYLD","HIST1H1E"
"1825","CYLD","HLA-A"
"1826","CYLD","IDH2"
"1827","CYLD","IL6ST"
"1828","CYLD","IRF6"
"1829","CYLD","LATS2"
"1830","CYLD","LEMD2"
"1831","CYLD","MAP2K4"
"1832","CYLD","MAPK1"
"1833","CYLD","MEN1"
"1834","CYLD","MYC"
"1835","CYLD","PPM1D"
"1836","CYLD","PPP6C"
"1837","CYLD","PRKAR1A"
"1838","CYLD","PTPN11"
"1839","CYLD","RAC1"
"1840","CYLD","RAF1"
"1841","CYLD","RARA"
"1842","CYLD","RNF43"
"1843","CYLD","RPL5"
"1844","CYLD","SOX17"
"1845","CYLD","TCF7L2"
"1846","CYLD","TGFBR2"
"1847","CYLD","TRAF3"
"1848","CYLD","UNCX"
"1849","CYLD","ZCCHC12"
"1850","CYSLTR2","DAZAP1"
"1851","CYSLTR2","EGR3"
"1852","CYSLTR2","FOXA2"
"1853","CYSLTR2","FUBP1"
"1854","CYSLTR2","GNA11"
"1855","CYSLTR2","GNAQ"
"1856","CYSLTR2","H3F3A"
"1857","CYSLTR2","H3F3C"
"1858","CYSLTR2","HIST1H1E"
"1859","CYSLTR2","HLA-A"
"1860","CYSLTR2","IDH2"
"1861","CYSLTR2","IL6ST"
"1862","CYSLTR2","IRF6"
"1863","CYSLTR2","LATS2"
"1864","CYSLTR2","LEMD2"
"1865","CYSLTR2","MAP2K4"
"1866","CYSLTR2","MAPK1"
"1867","CYSLTR2","MEN1"
"1868","CYSLTR2","MYC"
"1869","CYSLTR2","PPM1D"
"1870","CYSLTR2","PPP6C"
"1871","CYSLTR2","PRKAR1A"
"1872","CYSLTR2","PTPN11"
"1873","CYSLTR2","RAC1"
"1874","CYSLTR2","RAF1"
"1875","CYSLTR2","RARA"
"1876","CYSLTR2","RNF43"
"1877","CYSLTR2","RPL5"
"1878","CYSLTR2","SOX17"
"1879","CYSLTR2","TCF7L2"
"1880","CYSLTR2","TGFBR2"
"1881","CYSLTR2","TRAF3"
"1882","CYSLTR2","UNCX"
"1883","CYSLTR2","ZCCHC12"
"1884","DACH1","DDX3X"
"1885","DACH1","EPAS1"
"1886","DACH1","ERBB4"
"1887","DACH1","FGFR2"
"1888","DACH1","FOXA1"
"1889","DACH1","FOXQ1"
"1890","DACH1","GATA3"
"1891","DACH1","GNA13"
"1892","DACH1","GPS2"
"1893","DACH1","JAK1"
"1894","DACH1","KIT"
"1895","DACH1","LZTR1"
"1896","DACH1","MAP3K1"
"1897","DACH1","MLH1"
"1898","DACH1","MSH6"
"1899","DACH1","NF2"
"1900","DACH1","NUP93"
"1901","DACH1","PCBP1"
"1902","DACH1","PIK3CB"
"1903","DACH1","PLCG1"
"1904","DACH1","POLRMT"
"1905","DACH1","PTEN"
"1906","DACH1","RET"
"1907","DACH1","RUNX1"
"1908","DACH1","SETBP1"
"1909","DACH1","TBX3"
"1910","DACH1","TET2"
"1911","DACH1","THRAP3"
"1912","DACH1","ZBTB7B"
"1913","DACH1","ZC3H12A"
"1914","DACH1","ZMYM2"
"1915","DACH1","ZMYM3"
"1916","DACH1","ZNF750"
"1917","DAZAP1","EGR3"
"1918","DAZAP1","FOXA2"
"1919","DAZAP1","FUBP1"
"1920","DAZAP1","GNA11"
"1921","DAZAP1","GNAQ"
"1922","DAZAP1","H3F3A"
"1923","DAZAP1","H3F3C"
"1924","DAZAP1","HIST1H1E"
"1925","DAZAP1","HLA-A"
"1926","DAZAP1","IDH2"
"1927","DAZAP1","IL6ST"
"1928","DAZAP1","IRF6"
"1929","DAZAP1","LATS2"
"1930","DAZAP1","LEMD2"
"1931","DAZAP1","MAP2K4"
"1932","DAZAP1","MAPK1"
"1933","DAZAP1","MEN1"
"1934","DAZAP1","MYC"
"1935","DAZAP1","PPM1D"
"1936","DAZAP1","PPP6C"
"1937","DAZAP1","PRKAR1A"
"1938","DAZAP1","PTPN11"
"1939","DAZAP1","RAC1"
"1940","DAZAP1","RAF1"
"1941","DAZAP1","RARA"
"1942","DAZAP1","RNF43"
"1943","DAZAP1","RPL5"
"1944","DAZAP1","SOX17"
"1945","DAZAP1","TCF7L2"
"1946","DAZAP1","TGFBR2"
"1947","DAZAP1","TRAF3"
"1948","DAZAP1","UNCX"
"1949","DAZAP1","ZCCHC12"
"1950","DDX3X","EPAS1"
"1951","DDX3X","ERBB4"
"1952","DDX3X","FGFR2"
"1953","DDX3X","FOXA1"
"1954","DDX3X","FOXQ1"
"1955","DDX3X","GATA3"
"1956","DDX3X","GNA13"
"1957","DDX3X","GPS2"
"1958","DDX3X","JAK1"
"1959","DDX3X","KIT"
"1960","DDX3X","LZTR1"
"1961","DDX3X","MAP3K1"
"1962","DDX3X","MLH1"
"1963","DDX3X","MSH6"
"1964","DDX3X","NF2"
"1965","DDX3X","NUP93"
"1966","DDX3X","PCBP1"
"1967","DDX3X","PIK3CB"
"1968","DDX3X","PLCG1"
"1969","DDX3X","POLRMT"
"1970","DDX3X","PTEN"
"1971","DDX3X","RET"
"1972","DDX3X","RUNX1"
"1973","DDX3X","SETBP1"
"1974","DDX3X","TBX3"
"1975","DDX3X","TET2"
"1976","DDX3X","THRAP3"
"1977","DDX3X","ZBTB7B"
"1978","DDX3X","ZC3H12A"
"1979","DDX3X","ZMYM2"
"1980","DDX3X","ZMYM3"
"1981","DDX3X","ZNF750"
"1982","DHX9","DNMT3A"
"1983","DHX9","GNAS"
"1984","DHX9","GRIN2D"
"1985","DHX9","GTF2I"
"1986","DHX9","INPPL1"
"1987","DHX9","KIF1A"
"1988","DHX9","KLF5"
"1989","DHX9","KRAS"
"1990","DHX9","MAP3K4"
"1991","DHX9","NIPBL"
"1992","DHX9","NOTCH1"
"1993","DHX9","NOTCH2"
"1994","DHX9","PIK3CG"
"1995","DHX9","PTCH1"
"1996","DHX9","RAD21"
"1997","DHX9","RBM10"
"1998","DHX9","RNF111"
"1999","DHX9","SMC1A"
"2000","DHX9","TSC2"
"2001","DHX9","TXNIP"
"2002","DIAPH2","DICER1"
"2003","DIAPH2","EPHA2"
"2004","DIAPH2","HIST1H1C"
"2005","DIAPH2","HRAS"
"2006","DIAPH2","KANSL1"
"2007","DIAPH2","KMT2B"
"2008","DIAPH2","MECOM"
"2009","DIAPH2","MET"
"2010","DIAPH2","MTOR"
"2011","DIAPH2","PBRM1"
"2012","DIAPH2","PDGFRA"
"2013","DIAPH2","PLXNB2"
"2014","DIAPH2","PSIP1"
"2015","DIAPH2","RHOA"
"2016","DIAPH2","SCAF4"
"2017","DIAPH2","SF3B1"
"2018","DIAPH2","SOS1"
"2019","DIAPH2","ZFP36L1"
"2020","DICER1","EPHA2"
"2021","DICER1","HIST1H1C"
"2022","DICER1","HRAS"
"2023","DICER1","KANSL1"
"2024","DICER1","KMT2B"
"2025","DICER1","MECOM"
"2026","DICER1","MET"
"2027","DICER1","MTOR"
"2028","DICER1","PBRM1"
"2029","DICER1","PDGFRA"
"2030","DICER1","PLXNB2"
"2031","DICER1","PSIP1"
"2032","DICER1","RHOA"
"2033","DICER1","SCAF4"
"2034","DICER1","SF3B1"
"2035","DICER1","SOS1"
"2036","DICER1","ZFP36L1"
"2037","DMD","FBXW7"
"2038","DMD","SPTA1"
"2039","DNMT3A","EGFR"
"2040","DNMT3A","GNAS"
"2041","DNMT3A","GRIN2D"
"2042","DNMT3A","GTF2I"
"2043","DNMT3A","INPPL1"
"2044","DNMT3A","KIF1A"
"2045","DNMT3A","KLF5"
"2046","DNMT3A","LATS1"
"2047","DNMT3A","MAP3K4"
"2048","DNMT3A","MUC6"
"2049","DNMT3A","NIPBL"
"2050","DNMT3A","NOTCH1"
"2051","DNMT3A","NOTCH2"
"2052","DNMT3A","PDS5B"
"2053","DNMT3A","PIK3CG"
"2054","DNMT3A","PTPRC"
"2055","DNMT3A","RAD21"
"2056","DNMT3A","RNF111"
"2057","DNMT3A","TSC2"
"2058","DNMT3A","TXNIP"
"2059","DNMT3A","USP9X"
"2060","EEF1A1","ERBB4"
"2061","EEF1A1","EZH2"
"2062","EEF1A1","FGFR1"
"2063","EEF1A1","FLT3"
"2064","EEF1A1","FOXA1"
"2065","EEF1A1","GABRA6"
"2066","EEF1A1","GATA3"
"2067","EEF1A1","GPS2"
"2068","EEF1A1","IL7R"
"2069","EEF1A1","IRF2"
"2070","EEF1A1","JAK1"
"2071","EEF1A1","JAK2"
"2072","EEF1A1","KEAP1"
"2073","EEF1A1","KEL"
"2074","EEF1A1","LZTR1"
"2075","EEF1A1","MLH1"
"2076","EEF1A1","NUP133"
"2077","EEF1A1","NUP93"
"2078","EEF1A1","PGR"
"2079","EEF1A1","PHF6"
"2080","EEF1A1","PIK3CB"
"2081","EEF1A1","PIK3R1"
"2082","EEF1A1","PLCB4"
"2083","EEF1A1","PMS2"
"2084","EEF1A1","PTPDC1"
"2085","EEF1A1","RASA1"
"2086","EEF1A1","RET"
"2087","EEF1A1","RFC1"
"2088","EEF1A1","RPS6KA3"
"2089","EEF1A1","RUNX1"
"2090","EEF1A1","SMAD4"
"2091","EEF1A1","SMARCA1"
"2092","EEF1A1","SMC3"
"2093","EEF1A1","SOX9"
"2094","EEF1A1","TBL1XR1"
"2095","EEF1A1","TET2"
"2096","EEF1A1","TLR4"
"2097","EEF1A1","TNFAIP3"
"2098","EEF1A1","XPO1"
"2099","EEF1A1","ZBTB7B"
"2100","EEF1A1","ZFP36L2"
"2101","EEF1A1","ZMYM2"
"2102","EEF1A1","ZNF133"
"2103","EEF2","EGFR"
"2104","EEF2","EPAS1"
"2105","EEF2","FGFR2"
"2106","EEF2","FOXQ1"
"2107","EEF2","GNA13"
"2108","EEF2","HGF"
"2109","EEF2","JAK3"
"2110","EEF2","LATS1"
"2111","EEF2","MSH2"
"2112","EEF2","MUC6"
"2113","EEF2","PDS5B"
"2114","EEF2","PLCG1"
"2115","EEF2","PTEN"
"2116","EEF2","PTPRC"
"2117","EEF2","SETBP1"
"2118","EEF2","SF1"
"2119","EEF2","SIN3A"
"2120","EEF2","TAF1"
"2121","EEF2","USP9X"
"2122","EEF2","ZMYM3"
"2123","EEF2","ZNF750"
"2124","EGFR","HGF"
"2125","EGFR","JAK3"
"2126","EGFR","KIF1A"
"2127","EGFR","LATS1"
"2128","EGFR","MSH2"
"2129","EGFR","MUC6"
"2130","EGFR","NIPBL"
"2131","EGFR","NOTCH2"
"2132","EGFR","PDS5B"
"2133","EGFR","PIK3CG"
"2134","EGFR","PTPRC"
"2135","EGFR","RAD21"
"2136","EGFR","RNF111"
"2137","EGFR","SF1"
"2138","EGFR","SIN3A"
"2139","EGFR","TAF1"
"2140","EGFR","TSC2"
"2141","EGFR","TXNIP"
"2142","EGFR","USP9X"
"2143","EGR3","ESR1"
"2144","EGR3","FOXA2"
"2145","EGR3","FUBP1"
"2146","EGR3","GNA11"
"2147","EGR3","H3F3A"
"2148","EGR3","HIST1H1E"
"2149","EGR3","HLA-A"
"2150","EGR3","HLA-B"
"2151","EGR3","IDH1"
"2152","EGR3","IDH2"
"2153","EGR3","IL6ST"
"2154","EGR3","IRF6"
"2155","EGR3","KDM5C"
"2156","EGR3","LATS2"
"2157","EGR3","MAP2K4"
"2158","EGR3","MEN1"
"2159","EGR3","MYC"
"2160","EGR3","MYCN"
"2161","EGR3","PMS1"
"2162","EGR3","PPM1D"
"2163","EGR3","PPP2R1A"
"2164","EGR3","PPP6C"
"2165","EGR3","PRKAR1A"
"2166","EGR3","RAC1"
"2167","EGR3","RAF1"
"2168","EGR3","RARA"
"2169","EGR3","RNF43"
"2170","EGR3","RPL5"
"2171","EGR3","SMAD2"
"2172","EGR3","SMARCB1"
"2173","EGR3","SOX17"
"2174","EGR3","TGFBR2"
"2175","EGR3","TRAF3"
"2176","EGR3","U2AF1L4"
"2177","EGR3","WT1"
"2178","ELF3","FAT1"
"2179","ELF3","MYH9"
"2180","EP300","RB1"
"2181","EPAS1","FGFR2"
"2182","EPAS1","FOXQ1"
"2183","EPAS1","GNA13"
"2184","EPAS1","HGF"
"2185","EPAS1","JAK3"
"2186","EPAS1","KIT"
"2187","EPAS1","MAP3K1"
"2188","EPAS1","MSH2"
"2189","EPAS1","MSH6"
"2190","EPAS1","NF2"
"2191","EPAS1","PCBP1"
"2192","EPAS1","PLCG1"
"2193","EPAS1","POLRMT"
"2194","EPAS1","PTEN"
"2195","EPAS1","SETBP1"
"2196","EPAS1","SF1"
"2197","EPAS1","SIN3A"
"2198","EPAS1","TAF1"
"2199","EPAS1","TBX3"
"2200","EPAS1","THRAP3"
"2201","EPAS1","ZC3H12A"
"2202","EPAS1","ZMYM3"
"2203","EPAS1","ZNF750"
"2204","EPHA2","HIST1H1C"
"2205","EPHA2","HRAS"
"2206","EPHA2","KMT2B"
"2207","EPHA2","KRAS"
"2208","EPHA2","MECOM"
"2209","EPHA2","MTOR"
"2210","EPHA2","PBRM1"
"2211","EPHA2","PSIP1"
"2212","EPHA2","PTCH1"
"2213","EPHA2","RBM10"
"2214","EPHA2","RHOA"
"2215","EPHA2","SCAF4"
"2216","EPHA2","SF3B1"
"2217","EPHA2","SMC1A"
"2218","EPHA2","SOS1"
"2219","EPHA2","ZFP36L1"
"2220","EPHA3","MED12"
"2221","EPHA3","NSD1"
"2222","EPHA3","POLE"
"2223","EPHA3","SMARCA4"
"2224","EPHA3","WHSC1"
"2225","ERBB4","EZH2"
"2226","ERBB4","FOXA1"
"2227","ERBB4","GATA3"
"2228","ERBB4","GPS2"
"2229","ERBB4","JAK1"
"2230","ERBB4","KEAP1"
"2231","ERBB4","KEL"
"2232","ERBB4","KIT"
"2233","ERBB4","LZTR1"
"2234","ERBB4","MAP3K1"
"2235","ERBB4","MLH1"
"2236","ERBB4","MSH6"
"2237","ERBB4","NF2"
"2238","ERBB4","NUP93"
"2239","ERBB4","PCBP1"
"2240","ERBB4","PGR"
"2241","ERBB4","PIK3CB"
"2242","ERBB4","PLCB4"
"2243","ERBB4","POLRMT"
"2244","ERBB4","RASA1"
"2245","ERBB4","RET"
"2246","ERBB4","RUNX1"
"2247","ERBB4","SMARCA1"
"2248","ERBB4","SOX9"
"2249","ERBB4","TBX3"
"2250","ERBB4","TET2"
"2251","ERBB4","THRAP3"
"2252","ERBB4","TNFAIP3"
"2253","ERBB4","ZBTB7B"
"2254","ERBB4","ZC3H12A"
"2255","ERBB4","ZFP36L2"
"2256","ERBB4","ZMYM2"
"2257","ERBB4","ZNF133"
"2258","ERCC2","SPTAN1"
"2259","ERCC2","STAG2"
"2260","ESR1","FOXA2"
"2261","ESR1","FUBP1"
"2262","ESR1","H3F3A"
"2263","ESR1","HIST1H1E"
"2264","ESR1","HLA-B"
"2265","ESR1","IDH1"
"2266","ESR1","IL6ST"
"2267","ESR1","IRF6"
"2268","ESR1","KDM5C"
"2269","ESR1","KRT222"
"2270","ESR1","LATS2"
"2271","ESR1","MSH3"
"2272","ESR1","MYCN"
"2273","ESR1","NRAS"
"2274","ESR1","PIK3R2"
"2275","ESR1","PMS1"
"2276","ESR1","PPP2R1A"
"2277","ESR1","RAF1"
"2278","ESR1","RARA"
"2279","ESR1","RNF43"
"2280","ESR1","SMAD2"
"2281","ESR1","SMARCB1"
"2282","ESR1","SPOP"
"2283","ESR1","SRSF2"
"2284","ESR1","TCF12"
"2285","ESR1","TGFBR2"
"2286","ESR1","TGIF1"
"2287","ESR1","U2AF1L4"
"2288","ESR1","WT1"
"2289","ESR1","ZBTB20"
"2290","EZH2","FGFR1"
"2291","EZH2","FLT3"
"2292","EZH2","FOXA1"
"2293","EZH2","GABRA6"
"2294","EZH2","GATA3"
"2295","EZH2","GPS2"
"2296","EZH2","IL7R"
"2297","EZH2","IRF2"
"2298","EZH2","JAK1"
"2299","EZH2","JAK2"
"2300","EZH2","KEAP1"
"2301","EZH2","KEL"
"2302","EZH2","LZTR1"
"2303","EZH2","MLH1"
"2304","EZH2","NUP133"
"2305","EZH2","NUP93"
"2306","EZH2","PGR"
"2307","EZH2","PHF6"
"2308","EZH2","PIK3CB"
"2309","EZH2","PIK3R1"
"2310","EZH2","PLCB4"
"2311","EZH2","PMS2"
"2312","EZH2","PTPDC1"
"2313","EZH2","RASA1"
"2314","EZH2","RET"
"2315","EZH2","RFC1"
"2316","EZH2","RPS6KA3"
"2317","EZH2","RUNX1"
"2318","EZH2","SMAD4"
"2319","EZH2","SMARCA1"
"2320","EZH2","SMC3"
"2321","EZH2","SOX9"
"2322","EZH2","TBL1XR1"
"2323","EZH2","TET2"
"2324","EZH2","TLR4"
"2325","EZH2","TNFAIP3"
"2326","EZH2","XPO1"
"2327","EZH2","ZBTB7B"
"2328","EZH2","ZFP36L2"
"2329","EZH2","ZMYM2"
"2330","EZH2","ZNF133"
"2331","FAM46D","MAP2K1"
"2332","FAM46D","MAX"
"2333","FAM46D","MGMT"
"2334","FAM46D","MYD88"
"2335","FAM46D","NPM1"
"2336","FAM46D","PAX5"
"2337","FAM46D","PIM1"
"2338","FAM46D","RHEB"
"2339","FAM46D","RIT1"
"2340","FAM46D","RPL22L1"
"2341","FAM46D","RQCD1"
"2342","FAM46D","RRAS2"
"2343","FAM46D","STK11"
"2344","FAM46D","TCEB1"
"2345","FAM46D","TMSB4X"
"2346","FAM46D","VHL"
"2347","FAT1","MYH9"
"2348","FBXW7","SPTA1"
"2349","FGFR1","FLT3"
"2350","FGFR1","GABRA6"
"2351","FGFR1","IL7R"
"2352","FGFR1","IRF2"
"2353","FGFR1","JAK2"
"2354","FGFR1","KEAP1"
"2355","FGFR1","KEL"
"2356","FGFR1","KRT222"
"2357","FGFR1","MSH3"
"2358","FGFR1","NRAS"
"2359","FGFR1","NUP133"
"2360","FGFR1","PGR"
"2361","FGFR1","PHF6"
"2362","FGFR1","PIK3R1"
"2363","FGFR1","PIK3R2"
"2364","FGFR1","PLCB4"
"2365","FGFR1","PMS2"
"2366","FGFR1","PTPDC1"
"2367","FGFR1","RASA1"
"2368","FGFR1","RFC1"
"2369","FGFR1","RPS6KA3"
"2370","FGFR1","SMAD4"
"2371","FGFR1","SMARCA1"
"2372","FGFR1","SMC3"
"2373","FGFR1","SOX9"
"2374","FGFR1","SPOP"
"2375","FGFR1","SRSF2"
"2376","FGFR1","TBL1XR1"
"2377","FGFR1","TCF12"
"2378","FGFR1","TGIF1"
"2379","FGFR1","TLR4"
"2380","FGFR1","TNFAIP3"
"2381","FGFR1","XPO1"
"2382","FGFR1","ZBTB20"
"2383","FGFR1","ZFP36L2"
"2384","FGFR1","ZNF133"
"2385","FGFR2","FOXQ1"
"2386","FGFR2","GNA13"
"2387","FGFR2","HGF"
"2388","FGFR2","JAK3"
"2389","FGFR2","KIT"
"2390","FGFR2","MAP3K1"
"2391","FGFR2","MSH2"
"2392","FGFR2","MSH6"
"2393","FGFR2","NF2"
"2394","FGFR2","PCBP1"
"2395","FGFR2","PLCG1"
"2396","FGFR2","POLRMT"
"2397","FGFR2","PTEN"
"2398","FGFR2","SETBP1"
"2399","FGFR2","SF1"
"2400","FGFR2","SIN3A"
"2401","FGFR2","TAF1"
"2402","FGFR2","TBX3"
"2403","FGFR2","THRAP3"
"2404","FGFR2","ZC3H12A"
"2405","FGFR2","ZMYM3"
"2406","FGFR2","ZNF750"
"2407","FLNA","KANSL1"
"2408","FLNA","MET"
"2409","FLNA","NSD1"
"2410","FLNA","PDGFRA"
"2411","FLNA","PLXNB2"
"2412","FLNA","WHSC1"
"2413","FLT3","GABRA6"
"2414","FLT3","IL7R"
"2415","FLT3","IRF2"
"2416","FLT3","JAK2"
"2417","FLT3","KEAP1"
"2418","FLT3","KEL"
"2419","FLT3","KRT222"
"2420","FLT3","MSH3"
"2421","FLT3","NRAS"
"2422","FLT3","NUP133"
"2423","FLT3","PGR"
"2424","FLT3","PHF6"
"2425","FLT3","PIK3R1"
"2426","FLT3","PIK3R2"
"2427","FLT3","PLCB4"
"2428","FLT3","PMS2"
"2429","FLT3","PTPDC1"
"2430","FLT3","RASA1"
"2431","FLT3","RFC1"
"2432","FLT3","RPS6KA3"
"2433","FLT3","SMAD4"
"2434","FLT3","SMARCA1"
"2435","FLT3","SMC3"
"2436","FLT3","SOX9"
"2437","FLT3","SPOP"
"2438","FLT3","SRSF2"
"2439","FLT3","TBL1XR1"
"2440","FLT3","TCF12"
"2441","FLT3","TGIF1"
"2442","FLT3","TLR4"
"2443","FLT3","TNFAIP3"
"2444","FLT3","XPO1"
"2445","FLT3","ZBTB20"
"2446","FLT3","ZFP36L2"
"2447","FLT3","ZNF133"
"2448","FOXA1","GATA3"
"2449","FOXA1","GPS2"
"2450","FOXA1","JAK1"
"2451","FOXA1","KEAP1"
"2452","FOXA1","KEL"
"2453","FOXA1","KIT"
"2454","FOXA1","LZTR1"
"2455","FOXA1","MAP3K1"
"2456","FOXA1","MLH1"
"2457","FOXA1","MSH6"
"2458","FOXA1","NF2"
"2459","FOXA1","NUP93"
"2460","FOXA1","PCBP1"
"2461","FOXA1","PGR"
"2462","FOXA1","PIK3CB"
"2463","FOXA1","PLCB4"
"2464","FOXA1","POLRMT"
"2465","FOXA1","RASA1"
"2466","FOXA1","RET"
"2467","FOXA1","RUNX1"
"2468","FOXA1","SMARCA1"
"2469","FOXA1","SOX9"
"2470","FOXA1","TBX3"
"2471","FOXA1","TET2"
"2472","FOXA1","THRAP3"
"2473","FOXA1","TNFAIP3"
"2474","FOXA1","ZBTB7B"
"2475","FOXA1","ZC3H12A"
"2476","FOXA1","ZFP36L2"
"2477","FOXA1","ZMYM2"
"2478","FOXA1","ZNF133"
"2479","FOXA2","FUBP1"
"2480","FOXA2","GNA11"
"2481","FOXA2","H3F3A"
"2482","FOXA2","HIST1H1E"
"2483","FOXA2","HLA-A"
"2484","FOXA2","HLA-B"
"2485","FOXA2","IDH1"
"2486","FOXA2","IDH2"
"2487","FOXA2","IL6ST"
"2488","FOXA2","IRF6"
"2489","FOXA2","KDM5C"
"2490","FOXA2","LATS2"
"2491","FOXA2","MAP2K4"
"2492","FOXA2","MEN1"
"2493","FOXA2","MYC"
"2494","FOXA2","MYCN"
"2495","FOXA2","PMS1"
"2496","FOXA2","PPM1D"
"2497","FOXA2","PPP2R1A"
"2498","FOXA2","PPP6C"
"2499","FOXA2","PRKAR1A"
"2500","FOXA2","RAC1"
"2501","FOXA2","RAF1"
"2502","FOXA2","RARA"
"2503","FOXA2","RNF43"
"2504","FOXA2","RPL5"
"2505","FOXA2","SMAD2"
"2506","FOXA2","SMARCB1"
"2507","FOXA2","SOX17"
"2508","FOXA2","TGFBR2"
"2509","FOXA2","TRAF3"
"2510","FOXA2","U2AF1L4"
"2511","FOXA2","WT1"
"2512","FOXQ1","GNA13"
"2513","FOXQ1","HGF"
"2514","FOXQ1","JAK3"
"2515","FOXQ1","KIT"
"2516","FOXQ1","MAP3K1"
"2517","FOXQ1","MSH2"
"2518","FOXQ1","MSH6"
"2519","FOXQ1","NF2"
"2520","FOXQ1","PCBP1"
"2521","FOXQ1","PLCG1"
"2522","FOXQ1","POLRMT"
"2523","FOXQ1","PTEN"
"2524","FOXQ1","SETBP1"
"2525","FOXQ1","SF1"
"2526","FOXQ1","SIN3A"
"2527","FOXQ1","TAF1"
"2528","FOXQ1","TBX3"
"2529","FOXQ1","THRAP3"
"2530","FOXQ1","ZC3H12A"
"2531","FOXQ1","ZMYM3"
"2532","FOXQ1","ZNF750"
"2533","FUBP1","GNA11"
"2534","FUBP1","H3F3A"
"2535","FUBP1","HIST1H1E"
"2536","FUBP1","HLA-A"
"2537","FUBP1","HLA-B"
"2538","FUBP1","IDH1"
"2539","FUBP1","IDH2"
"2540","FUBP1","IL6ST"
"2541","FUBP1","IRF6"
"2542","FUBP1","KDM5C"
"2543","FUBP1","LATS2"
"2544","FUBP1","MAP2K4"
"2545","FUBP1","MEN1"
"2546","FUBP1","MYC"
"2547","FUBP1","MYCN"
"2548","FUBP1","PMS1"
"2549","FUBP1","PPM1D"
"2550","FUBP1","PPP2R1A"
"2551","FUBP1","PPP6C"
"2552","FUBP1","PRKAR1A"
"2553","FUBP1","RAC1"
"2554","FUBP1","RAF1"
"2555","FUBP1","RARA"
"2556","FUBP1","RNF43"
"2557","FUBP1","RPL5"
"2558","FUBP1","SMAD2"
"2559","FUBP1","SMARCB1"
"2560","FUBP1","SOX17"
"2561","FUBP1","TGFBR2"
"2562","FUBP1","TRAF3"
"2563","FUBP1","U2AF1L4"
"2564","FUBP1","WT1"
"2565","GABRA6","IL7R"
"2566","GABRA6","IRF2"
"2567","GABRA6","JAK2"
"2568","GABRA6","KEAP1"
"2569","GABRA6","KEL"
"2570","GABRA6","KRT222"
"2571","GABRA6","MSH3"
"2572","GABRA6","NRAS"
"2573","GABRA6","NUP133"
"2574","GABRA6","PGR"
"2575","GABRA6","PHF6"
"2576","GABRA6","PIK3R1"
"2577","GABRA6","PIK3R2"
"2578","GABRA6","PLCB4"
"2579","GABRA6","PMS2"
"2580","GABRA6","PTPDC1"
"2581","GABRA6","RASA1"
"2582","GABRA6","RFC1"
"2583","GABRA6","RPS6KA3"
"2584","GABRA6","SMAD4"
"2585","GABRA6","SMARCA1"
"2586","GABRA6","SMC3"
"2587","GABRA6","SOX9"
"2588","GABRA6","SPOP"
"2589","GABRA6","SRSF2"
"2590","GABRA6","TBL1XR1"
"2591","GABRA6","TCF12"
"2592","GABRA6","TGIF1"
"2593","GABRA6","TLR4"
"2594","GABRA6","TNFAIP3"
"2595","GABRA6","XPO1"
"2596","GABRA6","ZBTB20"
"2597","GABRA6","ZFP36L2"
"2598","GABRA6","ZNF133"
"2599","GATA3","GPS2"
"2600","GATA3","JAK1"
"2601","GATA3","KEAP1"
"2602","GATA3","KEL"
"2603","GATA3","KIT"
"2604","GATA3","LZTR1"
"2605","GATA3","MAP3K1"
"2606","GATA3","MLH1"
"2607","GATA3","MSH6"
"2608","GATA3","NF2"
"2609","GATA3","NUP93"
"2610","GATA3","PCBP1"
"2611","GATA3","PGR"
"2612","GATA3","PIK3CB"
"2613","GATA3","PLCB4"
"2614","GATA3","POLRMT"
"2615","GATA3","RASA1"
"2616","GATA3","RET"
"2617","GATA3","RUNX1"
"2618","GATA3","SMARCA1"
"2619","GATA3","SOX9"
"2620","GATA3","TBX3"
"2621","GATA3","TET2"
"2622","GATA3","THRAP3"
"2623","GATA3","TNFAIP3"
"2624","GATA3","ZBTB7B"
"2625","GATA3","ZC3H12A"
"2626","GATA3","ZFP36L2"
