,TCGA.A1.A0SK.01A,TCGA.A1.A0SM.01A,TCGA.A2.A04P.01A,TCGA.A2.A04Q.01A,TCGA.A2.A04R.01A,TCGA.A2.A0CM.01A,TCGA.A2.A0D0.01A,TCGA.A2.A0D2.01A,TCGA.A2.A0D4.01A,TCGA.A2.A0ER.01A,TCGA.A2.A0EY.01A,TCGA.A2.A0ST.01A,TCGA.A2.A0SV.01A,TCGA.A2.A0SX.01A,TCGA.A2.A0T2.01A,TCGA.A2.A0T3.01A,TCGA.A2.A0T4.01A,TCGA.A2.A0YG.01A,TCGA.A2.A0YH.01A,TCGA.A2.A0YM.01A,TCGA.A7.A0CE.01A,TCGA.A7.A0CJ.01A,TCGA.A7.A0DA.01A,TCGA.A8.A06N.01A,TCGA.A8.A06O.01A,TCGA.A8.A06Z.01A,TCGA.A8.A07O.01A,TCGA.A8.A07U.01A,TCGA.A8.A07W.01A,TCGA.A8.A082.01A,TCGA.A8.A085.01A,TCGA.A8.A08G.01A,TCGA.A8.A08H.01A,TCGA.A8.A08I.01A,TCGA.A8.A08R.01A,TCGA.A8.A096.01A,TCGA.A8.A097.01A,TCGA.A8.A09C.01A,TCGA.A8.A09D.01A,TCGA.A8.A09I.01A,TCGA.A8.A09M.01A,TCGA.A8.A09N.01A,TCGA.A8.A09Q.01A,TCGA.A8.A09R.01A,TCGA.A8.A0A9.01A,TCGA.AN.A03Y.01A,TCGA.AN.A041.01A,TCGA.AN.A049.01A,TCGA.AN.A04D.01A,TCGA.AN.A0AJ.01A,TCGA.AN.A0AL.01A,TCGA.AN.A0AM.01A,TCGA.AN.A0FF.01A,TCGA.AN.A0FJ.01A,TCGA.AN.A0FK.01A,TCGA.AN.A0FX.01A,TCGA.AN.A0FY.01A,TCGA.AN.A0XR.01A,TCGA.AN.A0XW.01A,TCGA.AO.A03O.01A,TCGA.AO.A0J3.01A,TCGA.AO.A0J4.01A,TCGA.AO.A0J6.01A,TCGA.AO.A0J7.01A,TCGA.AO.A0JD.01A,TCGA.AO.A0JI.01A,TCGA.AO.A0JL.01A,TCGA.AO.A124.01A,TCGA.AO.A129.01A,TCGA.AO.A12B.01A,TCGA.AO.A12F.01A,TCGA.AQ.A04H.01B,TCGA.AQ.A04J.01A,TCGA.AR.A0TS.01A,TCGA.AR.A0TT.01A,TCGA.AR.A0TY.01A,TCGA.AR.A0TZ.01A,TCGA.AR.A0U1.01A,TCGA.AR.A0U2.01A,TCGA.AR.A0U3.01A,TCGA.AR.A1AH.01A,TCGA.AR.A1AI.01A,TCGA.AR.A1AJ.01A,TCGA.AR.A1AQ.01A,TCGA.AR.A1AR.01A,TCGA.AR.A1AV.01A,TCGA.AR.A1AY.01A,TCGA.B6.A0I2.01A,TCGA.B6.A0IC.01A,TCGA.B6.A0IJ.01A,TCGA.B6.A0IQ.01A,TCGA.B6.A0RT.01A,TCGA.B6.A0RU.01A,TCGA.B6.A0WV.01A,TCGA.B6.A0WW.01A,TCGA.B6.A0WX.01A,TCGA.B6.A0X5.01A,TCGA.BH.A0AU.01A,TCGA.BH.A0AY.01A,TCGA.BH.A0B3.01A,TCGA.BH.A0B5.01A,TCGA.BH.A0B9.01A,TCGA.BH.A0BD.01A,TCGA.BH.A0BF.01A,TCGA.BH.A0BW.01A,TCGA.BH.A0BZ.01A,TCGA.BH.A0C0.01A,TCGA.BH.A0DL.01A,TCGA.BH.A0E0.01A,TCGA.BH.A0H0.01A,TCGA.BH.A0HU.01A,TCGA.BH.A0HW.01A,TCGA.BH.A0RX.01A,TCGA.BH.A0W3.01A,TCGA.BH.A0WA.01A,TCGA.BH.A18F.01A,TCGA.BH.A18J.01A,TCGA.BH.A18K.01A,TCGA.BH.A18L.01A,TCGA.BH.A18Q.01A,TCGA.BH.A18U.01A,TCGA.BH.A18V.01A,TCGA.BH.A1EW.01A,TCGA.BH.A1F0.01A,TCGA.C8.A12K.01A,TCGA.C8.A12W.01A,TCGA.C8.A12X.01A,TCGA.C8.A131.01A,TCGA.C8.A134.01A,TCGA.C8.A1HL.01A,TCGA.C8.A1HM.01A,TCGA.D8.A142.01A,TCGA.D8.A147.01A,TCGA.E2.A10A.01A,TCGA.E2.A10C.01A,TCGA.E2.A14N.01A,TCGA.E2.A14O.01A,TCGA.E2.A14R.01A,TCGA.E2.A14S.01A,TCGA.E2.A14X.01A,TCGA.E2.A14Y.01A,TCGA.E2.A150.01A,TCGA.E2.A158.01A,TCGA.E2.A159.01A,TCGA.E2.A15M.01A
C4BPA,-0.281333,-0.598333,1.4375,2.609667,0.230667,-0.946,1.282333,0.200667,0.299333,-0.297,1.484333,-0.3725,-0.14316700000000002,-0.926667,0.010333,0.59,0.543333,-0.2745,0.116167,0.229,8.1605,-0.551833,-0.0235,-0.964667,-0.320333,-0.469,-0.2225,0.3595,-0.783833,-1.130833,-0.463167,-0.358,0.6325,-0.707333,-0.0515,-0.3015,0.225833,0.231,-1.337,-1.158333,0.191833,-0.5253329999999999,-0.462,-0.347167,-0.433333,0.218333,-0.3755,0.158,-0.13433299999999998,-0.336333,-0.111833,1.072333,0.4045,0.532,-0.9043,0.413333,-0.679333,0.331667,-0.335667,-0.908833,-0.2635,-0.1095,-0.5155,-0.439667,2.192667,2.1158330000000003,1.279,1.342,0.454667,-0.439833,-0.3045,-0.4455,2.447833,0.979833,0.186333,0.092167,-0.391,4.367,0.886167,0.0535,0.11,-0.451833,0.702167,1.130167,-1.318833,-0.466833,1.121,-0.1345,0.104833,1.398,-0.047833,0.8415,1.813167,-0.5283329999999999,0.3725,1.400667,0.172667,0.1185,-0.3735,-0.770167,-0.272167,0.7645,0.348333,-0.274667,4.239667,-0.347833,-1.251667,-0.355167,-1.583667,-0.319333,-0.707167,-0.011667,3.652833,-0.058833,-0.183333,0.5335,0.128667,-0.792333,-0.032167,4.5208330000000005,-0.52,0.331833,0.0865,3.118667,2.9788330000000003,0.122667,-0.224667,3.31,-0.637,-0.272167,-0.262833,0.457,-0.428833,-0.17416700000000002,-0.200667,1.1145,-0.0279,-0.058167,-0.14716700000000002,0.161333,0.0,0.108667,0.420833,-0.523833,0.280167
ALB,1.077286,-0.308786,-0.239929,0.595214,0.4795,-0.456143,-0.33552600000000005,0.037000000000000005,-0.046643,0.612313,0.695,-0.036379,-0.072214,-0.7005,0.4435,-0.002929,0.162286,0.124643,1.039643,0.809429,-0.113225,0.150643,-0.8440709999999999,3.728643,0.030571,-0.1055,0.480071,1.044857,-0.350918,0.313143,0.434786,0.111571,0.813,0.359313,-0.4291430000000001,-0.036918,5.705786,-0.032155,-0.8449709999999999,-0.688571,0.876857,0.451,-0.681148,0.060313,0.259643,-0.747857,-0.565643,0.021313,-0.260429,0.381286,-0.241857,1.0655709999999998,0.320621,-0.178929,-0.462456,-0.417357,-0.0595,0.8652860000000001,0.8336979999999999,-0.131429,0.6163569999999999,-0.193214,-0.498429,1.010786,0.175214,2.183214,0.379621,-0.090643,0.637786,0.227571,0.402714,0.187571,-0.559357,-0.427071,0.687571,4.345643,-0.613714,-0.355687,1.1019290000000002,0.3395,0.078,-0.979429,0.050643,-0.952214,-0.776143,-1.321357,-0.892655,-0.007764,0.557005,0.399357,0.8412860000000001,0.074214,1.645714,-0.194429,0.195467,0.460429,0.617,-0.212429,0.156929,-0.0735,0.081714,0.3805,-0.130071,-1.95889,-0.237071,-1.6685709999999998,-0.152071,0.287643,0.446857,0.413621,-0.256488,-0.15953299999999998,0.8022859999999999,6.453143,0.247643,0.100786,0.254286,-0.4836430000000001,-0.042786000000000005,-0.7581479999999999,-0.269071,-0.976214,-0.096,-1.414786,-0.8809999999999999,-1.3235,-1.202286,0.5290819999999999,-0.687571,-0.6883020000000001,-1.2775,-1.055071,0.005714,-0.322357,0.486929,-1.8006099999999998,0.029786,0.15978599999999998,-0.108071,-0.918786,0.2975,-0.347929,0.502429,-1.736429,0.8525
SORBS3,-1.3765,-0.5955,0.026125,-0.268125,0.949875,0.549875,-0.065375,0.174125,0.047875,0.255125,-0.135625,-0.22575,-0.30625,0.1005,0.804625,0.133625,0.2795,-0.887875,-0.6095,0.37525,0.233875,-1.064625,0.465875,-0.86225,-0.455125,-0.750375,-0.525625,-0.201875,-0.809125,-0.379875,-0.345,-0.70625,0.18600000000000005,-0.1675,-0.20525,0.118125,-0.5720000000000001,-0.099,0.457625,-0.267,-0.803875,-1.32725,-0.98975,-0.6005,0.31525,-1.16975,0.5185,-0.347625,0.039875,-0.45275,0.267,0.207,0.18175,0.033625,0.471875,0.152125,-0.043875,0.453125,0.589375,-0.783875,-0.274625,-0.346625,-0.806125,0.334375,-1.00475,0.051375,0.571875,-0.815375,0.56775,0.2785,0.661125,0.546125,0.0715,0.05975,-0.37975,0.204875,0.010125,-0.319625,0.392875,-0.2175,0.327875,0.014875,-1.139625,0.574125,0.131125,-0.208125,-0.219,0.298125,0.356625,0.14400000000000002,-0.28675,-0.194375,-0.0435,-0.304125,0.054875,0.2965,-1.3115,0.37475,-0.801875,0.862,-0.180625,-0.299125,0.641625,-0.56175,-0.275,0.1795,-0.838875,-0.551625,-0.9005,-1.0615,-0.127375,0.5645,0.073875,0.5345,-0.188625,-0.170625,-0.071125,-0.888,-0.009375,-1.043875,-1.115625,1.068375,-0.403125,0.14575,-0.12125,0.194625,0.847125,-0.21375,-0.04675,0.27375,-0.35675,-0.03375,-0.611,0.3835,-0.19925,-1.06975,0.82225,0.54475,-0.467625,-0.85,-0.654,0.206625,-0.274625,0.69,-0.048
UPF2,0.6545,0.1565,-0.2515,0.7735,-0.679,1.497,1.2595,0.615,-0.336,-0.3475,-0.31,1.068,0.622,0.826,1.2605,0.7175,0.561,-0.097,0.155,-0.0205,-0.3595,0.02,1.058,-0.104,0.496,-0.117,0.209,1.0735,0.022,-0.57,-0.7145,0.378,-0.8640000000000001,-0.3815,0.8735,0.0425,0.4405,0.086,-0.1285,0.4085,-0.8295,0.6665,0.0665,-0.3355,-0.064,0.3345,-0.442,-0.5165,1.2315,2.776,-0.2615,-0.238,-0.321,1.276,-0.523,0.6255,0.2225,-0.632,0.01,0.387,-0.71,0.152,0.133,-0.033,-0.6595,0.193,-0.1335,0.4055,1.887,0.6,1.402,0.35600000000000004,-0.6495,0.315,0.361,0.4320000000000001,0.3995,0.152,0.3845,-0.008,0.7955,1.5445,0.2205,2.2815,0.335,0.82,0.8420000000000001,-0.0765,-0.5489999999999999,0.1545,0.8440000000000001,0.5195,-0.3205,-0.1775,0.097,0.2145,-0.0975,-0.3415,0.012,0.574,-0.2095,0.256,-0.2475,0.2935,0.8590000000000001,0.778,0.038,0.1115,0.349,0.3355,1.6335,0.202,0.8375,-1.296,-0.284,-0.404,-0.1565,1.7180000000000002,1.1645,0.3555,0.163,0.565,-0.0065,0.7875,1.16,0.162,0.0755,1.047,0.13,0.1825,0.433,1.173,-0.1795,-0.2585,-0.604,1.517,0.6925,1.165,0.013,0.3205,0.49,0.7705,0.8885,0.901,0.0995
JPH1,1.0125,-0.14300000000000002,0.6875,1.722,-0.516,1.3265,0.35,0.952,-0.5625,0.6195,-3.812,0.222,1.71,0.8785,-0.063,0.1175,0.4215,0.1545,1.747,0.8225,0.036000000000000004,0.1775,-0.047,-1.0275,0.0665,0.8805,1.291,-0.1005,-0.8420000000000001,-1.4215,-0.4245,-0.0085,-0.1595,0.8440000000000001,0.927,-0.417,-0.29600000000000004,0.782,0.7375,0.636,-0.7015,1.1785,-0.5455,0.3415,0.0165,1.0265,0.394,1.1525,0.639,0.752,0.482,-0.5655,0.228,1.2075,-0.5815,-0.0505,0.3015,-0.1735,0.7515,-0.4715,0.865,0.6485,1.6025,0.453,-0.6629999999999999,1.6985,0.941,0.456,1.419,0.2955,0.9985,0.2745,0.0135,-0.1655,-0.2315,-0.621,0.4925,-0.7785,0.129,0.7120000000000001,0.244,-1.1795,-0.381,-0.3355,-0.3115,0.0115,1.212,-0.5205,-1.1625,0.4455,-0.0135,-0.066,0.018000000000000002,1.66,1.5925,-0.14,-0.2895,1.0235,-0.2555,-0.2365,-0.2315,-0.0655,0.285,-0.522,-0.601,-0.4270000000000001,-0.918,-0.5045,0.903,-0.4105,0.7675,0.923,2.1135,-1.045,0.5215,0.0435,0.939,0.706,0.956,0.2865,1.14,1.0585,0.3725,0.3035,0.929,1.1365,-0.6835,0.9185,-1.0875,-0.206,1.039,0.87,1.192,-0.309,0.065,1.1935,2.0955,-0.227,0.3825,0.764,1.5795,0.3755,0.9085,-0.7915,-0.429
AGBL2,-1.34825,-0.579,-2.397,-1.31125,-0.123,0.20675,-2.6265,-1.929,1.026,0.339,-1.00025,-0.353,0.8540000000000001,-0.41325,-1.7685,1.02875,0.41875,-0.9655,-0.60225,0.114,-1.82975,0.49325,-2.2005,3.07475,-2.25775,-0.44925,-1.5895,-0.98725,-0.54475,0.9905,1.76625,-0.33475,-0.90675,1.7265,-1.1605,1.1185,0.54675,0.56,-1.41475,0.34375,1.39975,0.174,-1.174333,-0.32975,-0.67225,-2.26575,-0.42275,0.84075,-2.1445,-0.97325,-2.229,-1.1915,1.5385,-1.38525,-1.02175,-1.56925,-0.718,1.24275,-0.2535,-0.20925,0.5329999999999999,-0.76425,-0.72925,0.237,-2.285,3.05175,-1.74725,-0.4695,-1.137,0.8795,-0.90375,0.98825,-1.405,-0.002,-1.203,-0.9165,1.34075,1.8835,-0.61675,-0.10825,-0.59875,-0.82275,-0.3175,-0.31525,-1.46,0.65025,-2.69325,-0.40575,2.84275,-1.5825,-0.78675,0.07425,-1.32625,1.367,-1.0735,-1.0495,1.306,2.99575,-1.9405,-1.4175,1.45675,-1.31175,-0.59975,0.37425,1.1355,0.5755,0.59475,-1.416,-2.54725,0.85,-0.9775,2.6945,-1.92825,1.001,-0.6425,-1.3375,-1.28875,-1.13325,-0.48975,-1.7235,1.027,-2.09175,0.31075,-1.12075,0.13699999999999998,-1.3530000000000002,1.787,-3.7005,-0.34575,0.868,1.2855,-2.34075,1.49325,0.674,-0.25325,-1.4175,1.989,-2.17,0.85775,-1.50075,-1.7095,-1.8625,-2.80475,-1.79,-0.47275
DOPEY1,0.578,-0.004,0.9965,0.005,-0.8745,-0.0955,-1.0195,-0.0855,-0.29100000000000004,-0.0165,0.4145,0.172,-0.653,0.2385,0.506,-0.852,0.416,-0.133,-0.2055,-0.236,-0.223,0.6629999999999999,-0.177,-0.574,-0.511,-0.336,-0.946,0.2555,-0.588,-0.269,-0.679,-1.0685,0.0545,-0.916,-0.26,0.1045,-0.17,-1.0345,0.3335,-0.1205,-0.226,0.8420000000000001,0.362,-0.2775,-0.607,0.0605,-0.7809999999999999,0.778,0.5365,0.4815,0.2275,0.0985,-0.933,-0.7805,0.1615,0.44,0.3965,0.8705,-0.6905,0.9305,0.0,0.0735,-0.368,-0.272,0.122,0.393,0.331,1.475,0.201,0.423,0.5315,-0.0115,0.63,-0.3715,-0.0105,0.1595,0.1455,0.223,-0.2635,-0.5875,1.36,0.214,0.329,-0.8740000000000001,0.385,0.633,0.4255,-0.2575,0.9495,-0.1285,1.0565,0.6965,-0.6625,-0.9025,-0.0715,0.194,-0.5295,-0.35,0.2495,-0.0365,-0.184,-0.7955,0.0655,-0.6485,-0.0875,0.304,-0.0765,-0.4245,0.4535,-0.7495,0.428,-0.632,-0.2385,0.293,-0.5215,-0.0325,0.0825,-1.1935,-0.0935,0.7295,-0.598,-0.379,-0.1145,-0.0075,-0.5415,-0.905,-1.8815,-0.7125,-0.1025,-0.626,0.8285,0.1005,0.3935,0.1435,1.3259999999999998,0.312,0.162,0.56,-0.3175,0.9085,-0.403,0.3525,0.984,0.316,0.158
TERF1,0.820167,-0.156167,-0.7555,0.802083,0.540083,0.04475,0.17591700000000002,-0.163083,1.19575,0.365667,-0.131667,-0.437917,0.650833,-0.401083,-0.132795,0.592333,0.252833,-0.002833,0.92275,-0.034167,-0.619417,0.22925,0.159083,1.088,1.325,0.992667,0.6601670000000001,-0.406,1.142667,-0.0455,-0.07200000000000001,-0.372083,-0.321,0.39125,-0.12875,0.0025,0.3805,0.16833299999999998,1.803,-0.203667,-0.018917,-0.194083,0.23675,0.268667,-0.080833,1.524583,-0.51325,0.426,0.961417,0.52675,-0.740583,0.155833,0.0115,0.25475,0.599083,0.678583,-0.199417,-0.57525,-0.119417,0.691167,0.6995,0.38325,0.351833,0.483167,-0.997917,1.26575,0.384167,-0.955083,-0.409583,0.127,0.058833,0.001,-0.33925,-0.320667,-0.350083,-0.121667,0.08366699999999999,-0.7450829999999999,-0.3045,-0.293333,-0.160583,-0.74125,-0.489667,-0.016083,0.039333,0.2815,0.818583,-0.28125,0.149583,0.020167,-0.382833,-0.510917,0.7519170000000001,-0.318333,0.945167,0.952083,-0.0835,0.530833,0.052000000000000005,-0.222833,0.079583,-0.155333,0.157333,-0.6855,-0.183833,0.06941699999999999,0.83825,-0.035,-0.554417,0.339917,0.45375,0.844083,0.700583,-0.442833,0.0415,-0.3985,-0.16533299999999998,-0.830667,1.391167,-0.387417,0.398167,-0.5045,0.403167,-0.267583,0.766167,1.569,0.059,0.594,0.337583,-0.81875,0.418,-0.242917,-0.4805,0.544917,0.013833000000000002,-0.086083,0.116583,0.483083,1.73875,0.550417,-0.583167,-0.13699999999999998,-0.126667,-0.2365,-0.002
KIF22,-0.091333,-0.294333,0.381833,-0.214333,0.402167,0.280833,0.598167,0.122833,0.710667,-0.466833,0.014667,-0.6523329999999999,0.0295,-0.547667,-0.124667,0.7965,-0.163,0.608833,0.4625,-0.163167,0.338167,0.097667,-0.613667,0.285333,0.8809999999999999,-0.14566700000000002,0.187167,-0.467,0.5345,0.28,0.569,0.400667,-0.754833,-0.882333,-0.083833,-0.707167,-0.192333,0.28800000000000003,-0.050167,0.66,-0.0705,0.761667,-0.298333,-0.6591670000000001,0.6611670000000001,0.468167,0.18,0.225,0.230667,0.8475,-0.751667,0.247333,0.426,-0.219333,0.183167,-1.179,0.64,0.685333,0.0035,0.391667,0.326667,-0.216833,-0.240333,0.6805,0.334167,-1.305167,1.175833,-0.308333,-0.122167,0.003667,-0.35600000000000004,0.915167,0.090167,0.357833,0.762333,0.460167,0.905,-0.299167,2.3055,0.747333,0.076667,0.31566700000000003,0.326667,-0.689333,0.125167,-0.432833,-0.163667,-0.34600000000000003,0.1295,-0.226833,1.106167,0.2275,0.029,-0.078,0.131667,-0.529167,0.521833,-0.359,0.100167,0.160833,0.616167,0.096,-0.008333,0.061666999999999986,-0.343167,0.675667,0.248833,-0.024833,-0.067,0.508833,0.470333,-0.415833,-0.845167,0.582667,0.2415,0.270667,-0.031667,-0.1115,0.6890000000000001,0.642833,0.292,0.6555,-0.1215,-0.270667,-0.3995,0.08733300000000001,-0.7090000000000001,0.366833,0.261167,1.331,0.383,-0.540667,-0.259333,0.164167,1.078,-0.264833,0.911167,0.232667,0.162667,-0.285,-0.032333,-0.522,-0.096167,-0.522667,0.124167
NINJ1,-2.4105,-0.7545,0.26225,-0.46175,-0.44975,-0.92925,-1.22825,0.43,0.145,0.4435,0.16425,-0.736,0.27075,-0.6505,-0.7435,0.71,0.2525,0.35675,-0.15325,-0.77,-1.83025,0.08975,-1.155,0.00625,-0.4825,0.66775,-0.251,-0.149,-0.219,0.16975,-1.37325,-0.53225,-0.92325,-0.02325,-0.958,0.43575,0.18600000000000005,0.30575,-0.132,-0.00425,-0.04475,1.035,0.03375,-0.246,-0.06075,-0.32175,-0.65625,0.05475,-0.871,-0.36175,-0.5025,-0.248,0.8625,-2.359,-0.7140000000000001,-1.9865,0.1685,2.06425,1.0255,-0.2775,-0.8190000000000001,-0.847,0.22,0.3355,-0.5335,-0.82025,-0.41775,-1.71725,0.3575,0.08825,-2.15125,0.501,-1.0835,-0.402,0.17800000000000002,-0.5255,0.37025,-1.412,-1.22775,0.398,-1.4645,-0.8695,-0.233,-1.484,-0.38225,0.07775,-2.162,-0.24925,1.0305,-1.217,-1.3945,-0.83425,0.36225,1.17975,0.7635,-1.15375,-0.34975,0.0585,-0.124,-1.45325,-0.909,-0.429,0.23625,-0.5215,0.39,-0.62925,0.033,-0.507,-0.5415,0.28575,0.2,-1.0185,-0.61775,0.573,-0.37075,0.99175,0.70725,-0.08975,0.0295,-1.4645,-0.276,-0.71875,0.7555,-0.206,-0.526,0.2235,0.047,-0.7695,-0.2645,-0.60475,0.5455,-2.0765,-0.421,-0.07975,0.7415,-0.6585,0.28475,-1.147,0.455,-1.482,-0.44575,-0.37625,-1.38975,-1.12475,-0.42975
SEC61A2,1.35975,0.402917,0.08025,0.666833,1.15575,0.696417,-0.048333,0.66875,1.078,0.219333,0.83725,-0.428,0.239583,0.71175,0.312083,0.589667,-0.759417,1.081917,0.473,0.30375,-0.494333,0.60025,0.326167,-0.496417,0.241667,0.621167,-0.724083,0.822917,0.102333,-0.02975,-0.47575,0.449583,-0.582167,-0.096833,-0.28300000000000003,-1.026333,0.21025,0.3865,0.484917,0.971083,0.684167,-0.017667,-0.34875,-0.382,-0.0185,-0.644583,0.14875,-0.297083,1.042583,2.6265,-0.154083,0.674333,0.355833,-0.021833,-0.260417,-0.308917,0.142833,0.336667,-0.0445,0.368417,0.455167,-0.429833,0.619833,-0.029833,0.11375,0.31566700000000003,0.679083,-0.1105,0.871833,0.15825,0.03,0.0405,-0.75825,-0.560167,0.352333,0.349167,0.440083,0.338083,0.883417,0.043583,1.66525,0.50825,0.17775,1.618417,0.18925,0.6985,1.228167,-0.891833,0.7709999999999999,-0.037667,1.051333,0.647417,-0.544583,0.217917,0.05625,0.2255,0.19925,-0.287583,0.017333,0.448667,-0.071,-0.108167,-0.17341700000000002,0.294083,0.261583,0.965,-0.490333,-0.225667,0.04125,-0.304417,0.245167,-0.5966670000000001,0.180583,0.867333,-0.023667,-0.068833,0.448667,1.064583,0.534917,-0.23525,-0.094167,-0.355333,0.554917,-0.1,0.666083,0.66475,0.2315,-0.202333,-0.449,0.17025,1.583833,1.105917,0.05325,0.603917,0.4255,0.007833,0.6825829999999999,0.43375,0.210417,-0.14491700000000002,-0.25625,0.305667,1.0005,1.185417,0.356833
HIST1H1D,1.026833,-2.533667,2.619667,1.072167,3.600167,0.131667,1.078667,-0.697833,1.941833,0.017833,0.750667,1.359333,0.286833,-0.260667,1.153167,-0.885333,-0.773,0.805167,1.7346669999999995,-0.464333,-0.0595,0.012,-1.429833,-0.069833,1.4615,-0.3455,0.0065,-0.158167,0.899167,0.4785,0.970667,-0.388,-0.632667,2.213,0.259833,-0.651667,1.893333,0.659333,1.471667,0.298667,1.634,-0.716167,1.044167,0.080167,0.333667,-2.125167,0.720167,-0.749167,1.544,0.368333,1.930167,0.265167,1.258333,-0.68,0.553667,-2.319667,-0.080333,1.546167,-0.167167,0.14666700000000002,1.086333,0.568833,-0.397,0.447,0.505,-0.740833,1.279,0.309333,0.5361670000000001,-0.5465,1.989833,0.764,0.988667,0.689833,-0.066833,1.459667,-0.2875,0.772,1.148333,0.647667,1.268667,0.302167,-0.267167,-0.496833,-0.869167,0.092333,-0.2455,-0.446667,-1.979167,0.063167,1.213167,-0.6825,0.255833,0.394,0.139833,1.1685,-2.475333,-1.0705,-0.5760000000000001,0.855667,-0.6935,0.3775,-0.0035,-0.1415,-0.5795,0.059667,0.982833,0.622833,-0.804667,-0.6725,0.097,-0.292667,1.3105,0.9645,-0.613667,0.723333,-0.436833,-0.342333,0.634667,1.542667,0.789833,0.484167,-1.7225,-0.28600000000000003,0.020167,1.7538330000000002,-1.610167,1.202,0.960667,0.850833,-0.3265,-0.218,-1.283833,-0.263333,2.212167,0.132,-1.416167,1.02,-3.319167,-0.4915,-0.018000000000000002,-0.940833,-1.729,-1.14,0.6735
SFXN4,-0.609125,-0.507875,-0.744375,0.718125,0.470375,0.4285,0.3465,0.503625,-0.282625,-0.1925,0.314125,-0.091,-0.010875,-0.21975,-0.183875,-0.193875,0.223625,0.232875,0.231,0.30925,0.463125,0.329375,-0.68925,-0.514375,1.58525,0.8695,0.82075,0.516125,0.5585,-0.334,0.681625,0.308125,0.152625,-0.5785,-0.1515,-0.102875,-0.281625,0.154625,0.035875,0.394875,0.426,0.549875,0.43325,0.063875,-0.333125,0.190875,0.021125,0.20025,-0.258125,-0.507375,0.235125,0.1275,0.00975,0.0705,0.248625,0.126,-0.023,-0.033875,-0.78425,0.26,0.461625,-0.23975,0.632375,0.3755,-0.35675,1.046625,-0.171875,-0.71,-0.1825,0.313875,-0.6695,-1.00525,-0.682,-0.72125,0.19475,0.267625,0.135875,0.290125,0.36675,0.892375,-0.62025,-0.0085,-0.52425,-0.205125,0.097875,0.15225,-0.698375,0.201125,0.502,-0.05925,-0.470875,-0.411,-0.468625,0.288125,0.837375,-0.42375,0.99575,1.023625,0.448625,-0.1435,0.009875,0.593125,0.2425,0.74375,-0.7415,-0.132625,-0.214625,0.176625,1.263875,0.4305,0.44125,0.69875,0.1335,0.145875,0.118375,-0.212625,1.179125,-0.38475,0.519,-0.563625,0.30225,-0.29975,0.014125,-0.03225,-0.488125,-0.124,0.475125,0.047375,-0.629875,0.377,0.454875,-0.607,0.47925,-0.149125,0.0695,0.43725,0.464,-0.132875,0.90325,-1.441875,1.107375,-0.53225,-0.28800000000000003,-0.728625,-0.589875
UCP3,0.6762,-0.1891,0.6625,0.0696,-0.0333,0.0082,-0.1952,0.4313,0.1383,-0.4455,0.0909,0.8799,-0.1842,0.2908,0.294,-0.5464,-0.5784,-0.3381,-0.4449,0.0091,-0.1214,0.1187,0.0438,0.3831,0.257,0.4479,0.2999,0.3921,-0.2396,-0.0151,-0.0136,-0.5601,0.0133,0.9757,0.4270000000000001,-0.0455,0.0396,0.1499,-0.2497,-0.1272,0.1431,-0.2116,-0.2698,-0.4964,0.8402,0.9297,-0.3587,-0.0558,0.2448,0.0634,0.9758,0.0507,0.3401,0.1111,0.3925,0.0145,0.8177,0.7573,0.1964,0.1422,-0.551,0.076,-0.0069,-0.1672,-0.0276,-1.3019,0.8866,-0.1839,0.4536,-0.2661,0.1204,-0.5251,0.3907,-0.2471,0.1965,-0.2649,-0.7699,0.6264,0.2318,-0.2086,1.2373,-0.0603,0.0849,0.4019,0.4217,0.3105,-0.9403,0.8533,-0.0474,-0.2176,0.3938,0.6796,0.1141,-0.2023,-0.0665,0.014,0.4905,-0.9407,-0.4631,0.318,-0.2121,0.8597,-0.4818,0.2108,-0.282,-0.4987,0.3896,1.1425,1.0462,-0.0953,0.1604,-0.3137,0.3763,-0.3456,-0.0366,-0.3305,0.5297,0.0855,-0.8434,0.3929,-0.2249,-0.3636,-0.0586,-0.0923,0.0169,-0.8711,-0.0522,-0.0937,-0.5176,-0.2295,0.1168,-0.2709,0.3164,-0.3773,0.4052,0.3681,-0.5179,-0.1583,0.4296,0.2564,0.3415,-0.0221,0.7464,-0.0435,0.054000000000000006
